ENSEMBL	X1_CTR_BC_2	X2_TGF_BC_4	X3_IR_BC_5	X4_CTR_BC_6	X5_TGF_BC_7	X6_IR_BC_12	X7_CTR_BC_13	X8_TGF_BC_14	X9_IR_BC_15
ENSG00000267366	0	0	0	0	0	0	0	0	0
ENSG00000267368	940	1082	912	974	850	893	576	1231	1229
ENSG00000267369	0	0	0	0	0	0	0	0	0
ENSG00000267370	38	40	49	32	36	33	28	34	31
ENSG00000267371	0	1	0	0	0	0	0	0	0
ENSG00000267372	2	12	8	16	7	1	20	11	3
ENSG00000267373	7	1	0	2	6	11	10	2	3
ENSG00000267374	25	19	11	47	35	7	26	16	12
ENSG00000267375	0	0	0	0	0	0	0	0	0
ENSG00000267376	0	0	0	0	0	0	0	0	0
ENSG00000267378	0	0	0	0	0	0	0	0	0
ENSG00000267379	172	136	126	218	149	156	128	134	135
ENSG00000267382	0	0	0	0	0	0	0	0	0
ENSG00000267383	27	65	36	40	41	13	38	57	40
ENSG00000267384	0	0	0	0	0	0	0	0	0
ENSG00000267385	0	7	6	2	0	2	0	1	1
ENSG00000267387	16	18	19	18	22	17	44	7	17
ENSG00000267388	5	4	4	3	2	4	3	3	2
ENSG00000267389	0	0	0	0	0	0	0	0	0
ENSG00000267390	25	37	21	27	38	30	22	22	16
ENSG00000267391	15	26	10	5	18	4	12	10	18
ENSG00000267392	0	0	0	0	0	0	0	0	0
ENSG00000267393	1	1	0	0	0	0	0	2	0
ENSG00000267394	5	4	1	7	8	1	3	10	0
ENSG00000267395	38	57	50	55	48	32	34	53	35
ENSG00000267396	0	5	0	0	2	21	0	5	22
ENSG00000267397	7	3	3	0	10	7	20	5	9
ENSG00000267398	1	0	0	0	0	1	0	0	1
ENSG00000267399	2	4	5	0	3	1	0	3	3
ENSG00000267400	0	0	0	0	0	0	0	0	0
ENSG00000267401	9	12	5	9	15	8	2	6	15
ENSG00000267402	0	0	0	0	0	0	0	0	0
ENSG00000267404	0	2	0	2	1	0	5	0	0
ENSG00000267405	3	6	5	1	1	0	0	4	2
ENSG00000267406	0	0	0	0	0	0	0	0	0
ENSG00000267407	0	0	0	0	0	0	0	0	0
ENSG00000267408	5	2	1	2	3	1	0	4	0
ENSG00000267409	0	0	0	0	0	0	0	0	0
ENSG00000267412	6	18	14	14	16	9	8	7	11
ENSG00000267413	0	0	3	0	0	0	0	0	0
ENSG00000267414	55	51	63	64	42	55	56	42	65
ENSG00000267415	2	0	0	0	0	0	0	0	0
ENSG00000267416	34	55	35	33	36	52	51	35	68
ENSG00000267417	0	1	0	0	0	0	0	0	0
ENSG00000267418	0	0	1	0	0	0	0	0	1
ENSG00000267419	30	43	50	48	34	53	28	36	31
ENSG00000267420	0	0	0	0	0	0	0	0	0
ENSG00000267421	11	3	14	3	2	7	2	2	9
ENSG00000267422	3	8	4	7	9	17	6	7	20
ENSG00000267423	2	0	1	1	0	1	4	0	1
ENSG00000267424	0	0	0	0	0	0	0	1	0
ENSG00000267425	0	0	0	0	0	0	0	0	0
ENSG00000267426	12	36	5	5	5	10	0	29	37
ENSG00000267428	0	0	0	0	0	0	0	0	0
ENSG00000267429	6	5	8	6	7	1	8	4	14
ENSG00000267430	1	1	0	0	0	0	0	2	0
ENSG00000267432	3	4	5	1	5	2	1	6	7
ENSG00000267433	0	0	0	0	0	0	0	0	1
ENSG00000267436	105	88	56	93	72	33	40	87	100
ENSG00000267437	4	17	12	2	2	10	0	0	6
ENSG00000267439	39	35	69	29	21	51	30	48	44
ENSG00000267440	0	0	3	0	0	0	0	1	1
ENSG00000267441	0	0	0	0	0	0	0	0	0
ENSG00000267443	0	0	0	0	0	0	0	0	0
ENSG00000267444	0	0	0	0	0	0	0	0	0
ENSG00000267446	0	2	0	0	1	0	0	0	0
ENSG00000267448	1	1	2	2	1	0	0	1	2
ENSG00000267449	0	7	0	0	0	44	0	5	0
ENSG00000267450	1	4	0	6	0	2	1	0	1
ENSG00000267452	9	9	14	23	17	15	14	18	3
ENSG00000267453	0	0	0	0	0	0	0	0	0
ENSG00000267454	115	135	112	120	110	115	104	127	129
ENSG00000267455	0	0	0	0	0	0	0	0	0
ENSG00000267456	0	1	0	0	1	0	0	4	0
ENSG00000267457	0	0	0	0	2	2	0	0	0
ENSG00000267458	5313	4675	4262	6417	5016	4281	6638	3934	5310
ENSG00000267459	171	157	144	151	145	157	204	112	166
ENSG00000267461	0	0	0	0	0	0	0	0	0
ENSG00000267462	9	20	4	13	21	14	32	10	11
ENSG00000267463	0	0	0	0	0	0	0	0	0
ENSG00000267465	0	0	0	0	0	0	0	0	0
ENSG00000267466	0	0	0	2	0	0	0	1	0
ENSG00000267467	1	2	0	0	3	0	0	2	1
ENSG00000267469	1674	1714	1198	1648	1453	1335	1429	1683	1354
ENSG00000267470	92	77	94	98	84	103	88	86	98
ENSG00000267471	0	0	0	0	0	0	0	0	0
ENSG00000267472	0	0	0	0	2	3	0	4	1
ENSG00000267474	2	4	8	4	10	0	19	3	0
ENSG00000267475	20	13	25	16	22	33	17	13	24
ENSG00000267476	0	0	0	0	0	0	0	0	0
ENSG00000267477	0	0	4	5	3	0	10	9	0
ENSG00000267478	1	0	0	0	1	0	0	0	0
ENSG00000267480	12	6	8	9	12	6	11	5	16
ENSG00000267481	41	27	37	13	25	62	30	25	26
ENSG00000267482	0	0	0	0	0	0	0	0	0
ENSG00000267484	618	594	720	651	556	574	881	514	682
ENSG00000267486	0	0	0	0	0	0	2	1	0
ENSG00000267487	0	0	0	0	0	0	0	0	0
ENSG00000267489	0	0	0	6	0	2	0	2	0
ENSG00000267490	0	0	0	0	0	0	0	0	0
ENSG00000267491	1	3	1	2	1	2	0	4	10
ENSG00000267492	0	0	0	0	0	0	0	0	0
ENSG00000267493	57	62	26	82	57	30	30	58	46
ENSG00000267496	3	15	1	7	5	24	6	7	6
ENSG00000267497	13	15	11	27	18	15	2	10	16
ENSG00000267498	2	1	1	0	3	0	1	0	0
ENSG00000267500	8	15	7	4	5	5	0	9	1
ENSG00000267501	0	1	0	0	1	0	0	0	0
ENSG00000267503	0	0	0	0	0	0	0	0	0
ENSG00000267504	8	5	6	14	3	3	3	9	5
ENSG00000267505	2	7	2	0	1	0	2	0	5
ENSG00000267506	0	0	0	0	0	0	0	0	0
ENSG00000267507	1	0	1	2	0	11	7	0	4
ENSG00000267508	77	122	95	94	96	122	110	108	101
ENSG00000267509	0	0	2	0	0	0	0	0	0
ENSG00000267510	30	34	19	11	33	16	19	24	13
ENSG00000267511	0	0	0	0	0	0	0	0	0
ENSG00000267512	203	209	249	267	245	227	265	199	204
ENSG00000267513	0	0	0	1	0	0	0	0	0
ENSG00000267515	0	1	0	0	0	0	0	2	0
ENSG00000267517	1	0	0	0	0	0	0	0	0
ENSG00000267518	1	0	0	0	1	1	0	0	0
ENSG00000267519	507	844	443	466	476	379	367	585	433
ENSG00000267520	243	260	122	324	186	187	191	187	108
ENSG00000267521	0	0	0	0	0	0	0	1	0
ENSG00000267522	7	1	4	14	9	4	11	7	4
ENSG00000267523	89	144	83	79	92	48	105	137	80
ENSG00000267524	1	2	0	1	1	1	1	1	3
ENSG00000267526	2	0	0	0	4	0	0	0	0
ENSG00000267528	0	0	0	0	0	0	0	0	0
ENSG00000267529	0	0	0	0	0	0	0	0	0
ENSG00000267530	16	18	21	27	16	21	12	18	36
ENSG00000267532	4	6	2	6	0	0	9	9	13
ENSG00000267533	0	0	0	0	0	0	0	1	2
ENSG00000267534	1111	1305	614	1048	1115	595	779	1330	750
ENSG00000267535	7	2	6	0	7	2	6	0	4
ENSG00000267537	0	0	0	0	0	0	1	0	0
ENSG00000267541	4403	4069	7086	6547	5455	8332	7358	4124	7420
ENSG00000267543	7	15	9	15	3	13	11	5	7
ENSG00000267544	8	5	0	7	21	9	7	10	0
ENSG00000267545	0	0	0	0	0	1	0	5	0
ENSG00000267546	9	23	14	17	28	13	4	11	31
ENSG00000267547	31	41	56	38	68	66	21	47	37
ENSG00000267549	10	5	6	0	0	3	3	1	1
ENSG00000267550	1	0	0	1	2	2	2	1	4
ENSG00000267551	7	5	0	2	0	2	1	4	4
ENSG00000267552	0	7	0	0	2	0	0	0	0
ENSG00000267554	2	0	0	0	0	2	0	0	0
ENSG00000267555	0	5	3	0	3	4	0	0	7
ENSG00000267557	0	0	0	0	0	0	0	0	0
ENSG00000267558	1	0	3	0	0	2	1	1	0
ENSG00000267559	4	13	4	13	5	5	6	13	14
ENSG00000267560	5	2	2	0	0	1	1	0	7
ENSG00000267561	2	3	0	0	0	9	0	5	6
ENSG00000267563	0	0	0	0	0	0	0	0	0
ENSG00000267564	0	0	0	0	0	0	0	0	0
ENSG00000267565	9	18	7	20	9	12	12	11	11
ENSG00000267567	3	3	3	1	0	3	0	0	1
ENSG00000267568	0	0	0	0	0	7	0	0	0
ENSG00000267570	0	0	1	1	1	0	0	0	0
ENSG00000267571	28	23	13	18	16	14	19	26	14
ENSG00000267573	0	0	0	1	0	0	1	0	0
ENSG00000267574	0	0	0	0	0	0	0	0	0
ENSG00000267575	155	207	155	175	201	148	160	161	207
ENSG00000267576	82	47	41	67	66	47	124	66	51
ENSG00000267577	76	59	80	74	48	90	51	56	92
ENSG00000267579	0	0	0	0	0	0	0	0	0
ENSG00000267580	7	17	1	14	17	7	20	17	5
ENSG00000267581	0	5	3	3	0	5	7	4	0
ENSG00000267582	0	0	1	0	0	0	0	0	0
ENSG00000267583	1	5	0	1	9	0	9	1	1
ENSG00000267585	0	0	0	0	0	1	0	0	0
ENSG00000267586	15	4	9	9	14	3	10	12	10
ENSG00000267587	2	1	0	0	0	0	0	1	0
ENSG00000267589	0	4	0	0	2	0	4	0	0
ENSG00000267590	2	0	1	0	0	0	0	4	0
ENSG00000267591	0	0	0	0	0	0	0	0	0
ENSG00000267592	0	1	0	0	0	0	0	0	0
ENSG00000267593	0	0	0	0	0	0	0	0	0
ENSG00000267594	0	0	0	0	0	0	0	0	0
ENSG00000267595	4	1	2	12	2	4	2	1	6
ENSG00000267597	0	1	0	0	0	5	0	1	0
ENSG00000267598	119	257	92	199	198	77	72	257	76
ENSG00000267599	0	0	0	0	0	0	0	0	0
ENSG00000267601	3352	4532	3547	3754	3901	3491	3367	4633	3992
ENSG00000267603	0	0	0	0	0	0	0	0	0
ENSG00000267604	0	0	0	0	0	0	0	0	0
ENSG00000267605	15	32	10	27	15	29	1	35	37
ENSG00000267606	2	2	0	1	0	0	0	0	0
ENSG00000267607	21	76	42	22	33	48	17	42	36
ENSG00000267609	0	0	0	0	0	0	0	0	0
ENSG00000267610	0	0	0	0	0	0	0	0	0
ENSG00000267611	0	0	0	0	0	0	0	0	0
ENSG00000267612	5	7	6	5	1	11	4	1	6
ENSG00000267614	0	0	0	0	0	0	0	0	0
ENSG00000267615	25	16	21	7	13	14	12	10	9
ENSG00000267617	0	0	0	0	0	0	0	0	0
ENSG00000267618	0	0	0	0	0	0	0	10	0
ENSG00000267620	0	1	0	0	1	0	0	0	0
ENSG00000267623	0	0	0	0	0	0	0	0	0
ENSG00000267624	0	0	0	0	0	0	0	0	0
ENSG00000267625	13	7	9	7	15	0	6	9	6
ENSG00000267626	0	0	0	0	0	0	0	0	0
ENSG00000267627	0	0	0	0	1	0	0	0	0
ENSG00000267628	0	0	0	0	2	0	0	1	0
ENSG00000267629	12	9	18	14	25	13	12	19	26
ENSG00000267630	0	0	0	0	0	0	0	0	0
ENSG00000267631	0	0	1	1	3	0	0	0	0
ENSG00000267632	10	26	15	25	18	12	20	18	15
ENSG00000267633	89	129	93	149	89	90	97	103	130
ENSG00000267634	0	0	0	0	1	0	2	1	1
ENSG00000267636	0	0	0	0	0	0	0	0	0
ENSG00000267637	1	0	0	0	0	2	1	0	1
ENSG00000267638	0	2	1	2	0	1	0	0	1
ENSG00000267640	54	48	77	44	49	86	56	42	67
ENSG00000267641	0	1	0	0	0	0	0	1	2
ENSG00000267642	1	1	4	1	1	0	4	1	8
ENSG00000267643	0	0	0	0	0	0	0	0	0
ENSG00000267644	2	0	0	0	0	0	1	2	0
ENSG00000267645	0	80	4	0	0	0	0	0	0
ENSG00000267646	12	5	9	6	10	6	18	10	21
ENSG00000267647	0	0	0	0	0	0	0	0	0
ENSG00000267648	12	20	37	5	0	29	10	17	20
ENSG00000267649	4	4	5	1	6	1	3	2	6
ENSG00000267650	21	52	12	42	55	10	23	45	2
ENSG00000267651	0	0	1	0	0	1	1	0	1
ENSG00000267652	708	667	475	684	663	610	727	469	488
ENSG00000267653	0	0	0	0	0	0	0	0	0
ENSG00000267654	0	0	0	0	0	0	0	0	0
ENSG00000267655	13	22	13	6	12	5	11	17	7
ENSG00000267656	0	0	0	0	0	0	0	0	0
ENSG00000267658	0	0	0	0	0	0	0	0	0
ENSG00000267659	21	7	3	13	7	7	4	5	4
ENSG00000267661	0	0	0	0	0	0	0	0	0
ENSG00000267662	2	0	5	0	0	3	0	3	2
ENSG00000267663	1	0	0	0	1	0	1	0	0
ENSG00000267664	0	0	0	0	2	0	1	0	0
ENSG00000267665	5	12	2	1	5	2	13	6	7
ENSG00000267666	22	36	33	28	28	26	13	25	28
ENSG00000267667	2	0	0	0	4	1	0	1	0
ENSG00000267669	11	12	8	13	9	16	8	19	13
ENSG00000267670	2	0	0	0	0	0	0	0	0
ENSG00000267672	9	25	12	6	13	17	2	5	4
ENSG00000267673	383	462	439	369	358	427	285	520	489
ENSG00000267674	0	2	0	0	1	0	0	0	0
ENSG00000267675	0	0	0	0	0	0	0	0	0
ENSG00000267676	0	0	1	0	0	0	0	0	0
ENSG00000267677	2	1	0	2	0	0	3	0	0
ENSG00000267678	0	0	0	0	0	0	0	0	0
ENSG00000267679	1	2	3	3	1	2	1	6	1
ENSG00000267680	1301	1412	862	1346	1193	839	1032	1089	1107
ENSG00000267681	13	19	6	24	21	7	15	16	27
ENSG00000267682	2	4	1	4	0	8	3	3	9
ENSG00000267683	0	0	0	0	0	1	0	0	0
ENSG00000267685	0	0	0	0	0	0	0	0	0
ENSG00000267686	0	0	0	0	0	0	0	0	0
ENSG00000267687	0	0	0	0	0	0	0	0	0
ENSG00000267688	11	39	19	21	24	21	0	44	40
ENSG00000267689	0	0	0	0	5	0	0	0	0
ENSG00000267690	0	0	0	0	0	0	0	0	0
ENSG00000267691	2	3	1	4	1	5	3	2	4
ENSG00000267692	3	1	1	1	0	0	0	1	0
ENSG00000267693	1	0	0	0	0	1	0	1	0
ENSG00000267694	0	0	0	0	0	0	0	0	0
ENSG00000267695	0	0	0	0	0	0	1	0	0
ENSG00000267696	15	13	8	13	11	31	11	19	14
ENSG00000267697	899	653	721	767	636	750	652	555	730
ENSG00000267698	2	0	0	1	0	0	1	0	0
ENSG00000267699	2	9	0	16	7	4	0	5	2
ENSG00000267702	5	2	4	0	3	4	11	1	7
ENSG00000267703	0	0	0	0	0	0	0	0	1
ENSG00000267704	0	0	0	0	0	0	0	0	0
ENSG00000267705	0	0	0	0	0	0	0	0	0
ENSG00000267706	2	5	0	3	0	0	2	0	0
ENSG00000267707	2	2	2	0	2	2	4	2	0
ENSG00000267708	0	0	0	0	0	0	0	0	0
ENSG00000267709	2	9	2	3	4	8	9	7	8
ENSG00000267710	4	2	0	2	0	0	3	4	3
ENSG00000267711	6	5	12	1	7	8	13	2	14
ENSG00000267712	0	2	0	1	0	0	0	1	0
ENSG00000267713	0	0	0	0	0	0	0	0	0
ENSG00000267714	0	0	0	0	0	0	0	0	0
ENSG00000267716	0	0	0	0	0	0	0	0	0
ENSG00000267717	0	0	0	0	1	0	0	0	0
ENSG00000267719	18	13	21	15	9	7	7	16	7
ENSG00000267722	0	0	0	0	0	0	0	0	0
ENSG00000267723	2	0	1	0	3	1	0	0	1
ENSG00000267724	13	14	14	9	3	4	6	9	4
ENSG00000267725	0	0	0	0	0	0	0	0	0
ENSG00000267726	0	0	0	0	0	0	0	0	0
ENSG00000267727	0	5	0	3	0	0	10	0	0
ENSG00000267729	4	3	5	8	5	0	7	0	16
ENSG00000267731	0	5	6	1	3	9	10	10	4
ENSG00000267732	0	0	0	0	0	0	0	0	0
ENSG00000267733	0	0	1	0	0	0	0	1	0
ENSG00000267734	0	1	0	1	0	0	1	2	2
ENSG00000267735	0	0	0	0	0	0	0	0	3
ENSG00000267736	3	2	0	1	2	2	2	2	1
ENSG00000267737	5	2	6	1	5	1	0	9	1
ENSG00000267740	362	383	213	318	301	210	145	584	207
ENSG00000267741	1	4	0	3	3	7	5	4	1
ENSG00000267742	0	2	0	0	0	0	0	0	0
ENSG00000267743	0	0	0	0	0	0	0	0	0
ENSG00000267744	0	0	0	0	0	0	0	0	0
ENSG00000267745	168	136	194	161	141	164	202	143	202
ENSG00000267746	0	0	0	0	0	0	0	0	0
ENSG00000267747	5	2	4	0	3	3	4	4	0
ENSG00000267748	6	5	6	3	8	0	8	4	0
ENSG00000267749	2	2	2	0	1	1	0	0	2
ENSG00000267750	53	63	67	64	66	58	53	41	73
ENSG00000267751	25	11	1	20	13	8	29	15	8
ENSG00000267752	3	0	0	2	1	3	1	1	5
ENSG00000267755	82	83	32	54	83	33	54	59	65
ENSG00000267756	0	0	0	4	0	1	0	1	0
ENSG00000267757	29	28	19	25	11	22	17	25	17
ENSG00000267758	0	0	0	3	0	0	0	0	0
ENSG00000267760	0	0	0	0	0	0	1	0	0
ENSG00000267761	5	1	0	4	2	8	4	6	9
ENSG00000267762	0	0	0	0	0	0	0	0	0
ENSG00000267764	0	1	0	0	0	0	0	1	0
ENSG00000267765	44	51	26	36	26	20	44	26	29
ENSG00000267766	0	0	0	0	0	0	0	0	0
ENSG00000267767	5	7	3	5	2	5	2	3	1
ENSG00000267768	0	0	0	0	0	0	0	0	0
ENSG00000267769	23	25	36	33	17	15	19	42	29
ENSG00000267770	0	0	0	0	0	0	0	0	0
ENSG00000267771	0	0	0	0	0	0	0	0	0
ENSG00000267772	0	0	0	0	0	0	0	0	0
ENSG00000267773	2	0	0	0	0	0	0	0	0
ENSG00000267774	19	16	3	21	32	6	11	15	11
ENSG00000267775	0	0	0	1	0	0	0	0	0
ENSG00000267776	32	23	55	43	19	24	29	29	44
ENSG00000267777	0	0	0	0	0	0	0	0	0
ENSG00000267778	8	5	14	0	2	6	8	11	1
ENSG00000267779	0	0	0	0	0	0	0	0	0
ENSG00000267780	0	0	0	0	0	0	0	0	0
ENSG00000267781	2	1	0	0	4	2	4	0	2
ENSG00000267782	0	0	0	0	0	0	0	0	0
ENSG00000267783	0	1	2	0	0	0	0	1	1
ENSG00000267784	0	0	0	0	2	0	0	0	0
ENSG00000267786	0	2	0	1	0	1	0	1	0
ENSG00000267787	23	21	17	22	33	24	14	21	0
ENSG00000267788	0	0	0	0	0	0	0	0	0
ENSG00000267789	0	0	0	0	0	0	0	0	0
ENSG00000267790	1	0	0	0	0	0	0	0	0
ENSG00000267791	16	33	3	15	27	4	18	15	7
ENSG00000267792	0	0	0	0	0	0	0	0	0
ENSG00000267793	3	5	7	11	6	0	9	3	3
ENSG00000267794	0	0	0	0	0	0	0	0	0
ENSG00000267795	0	3	3	0	5	2	0	1	2
ENSG00000267796	217	256	179	204	216	175	164	202	211
ENSG00000267797	0	0	0	0	0	0	1	0	0
ENSG00000267799	0	0	0	0	0	0	0	0	0
ENSG00000267800	2	1	1	0	0	0	1	1	1
ENSG00000267801	8	18	11	0	5	1	17	12	2
ENSG00000267808	1	0	1	0	2	1	1	0	1
ENSG00000267809	110	99	70	90	72	91	89	93	97
ENSG00000267811	8	21	17	15	18	20	13	14	11
ENSG00000267815	0	0	0	0	0	3	0	0	2
ENSG00000267827	41	34	32	25	18	5	11	32	13
ENSG00000267834	11	9	0	7	12	9	25	7	12
ENSG00000267838	1	3	9	1	7	6	0	6	12
ENSG00000267852	2	6	1	1	2	0	0	0	0
ENSG00000267855	652	728	594	614	529	618	497	726	710
ENSG00000267857	0	0	0	0	0	0	0	0	0
ENSG00000267858	74	118	70	109	92	98	59	73	57
ENSG00000267868	0	0	0	0	0	0	0	0	1
ENSG00000267871	8	7	13	6	5	8	2	8	15
ENSG00000267872	2	9	2	4	26	3	3	10	6
ENSG00000267879	1	0	0	0	2	0	0	0	0
ENSG00000267881	0	0	0	0	0	0	0	0	0
ENSG00000267882	1	3	6	1	2	5	1	2	1
ENSG00000267886	7	16	3	15	12	0	15	9	0
ENSG00000267890	0	1	0	0	0	0	0	4	0
ENSG00000267892	17	22	10	14	17	7	14	10	11
ENSG00000267895	0	0	0	0	0	0	0	0	0
ENSG00000267898	1	0	3	0	0	0	0	2	2
ENSG00000267904	27	35	20	48	15	17	28	24	24
ENSG00000267905	2	1	0	2	1	0	0	4	4
ENSG00000267908	0	0	0	0	1	0	0	1	0
ENSG00000267909	0	0	0	1	0	0	3	0	0
ENSG00000267919	3	4	0	0	1	3	5	2	0
ENSG00000267920	2	1	1	2	0	0	3	0	0
ENSG00000267922	0	0	0	0	0	0	3	3	0
ENSG00000267924	1	0	0	0	0	0	0	2	0
ENSG00000267927	6	10	4	2	3	7	15	3	10
ENSG00000267934	10	4	2	11	4	2	5	3	14
ENSG00000267938	1	2	2	1	2	3	2	1	2
ENSG00000267939	22	14	15	9	15	15	7	29	17
ENSG00000267940	11	6	2	22	6	3	4	9	2
ENSG00000267943	8	5	8	10	7	3	3	4	5
ENSG00000267952	225	263	143	221	247	131	238	241	173
ENSG00000267959	0	1	0	0	1	0	0	0	0
ENSG00000267961	0	0	0	0	0	0	0	0	0
ENSG00000267968	0	0	0	0	0	0	0	0	0
ENSG00000267978	0	0	0	0	0	0	4	0	0
ENSG00000267980	7	24	4	10	8	15	4	23	17
ENSG00000267984	135	149	148	87	119	158	107	170	213
ENSG00000267986	1	7	3	0	6	2	3	3	4
ENSG00000267990	0	0	0	0	0	0	0	0	0
ENSG00000267992	0	1	0	0	1	0	0	0	9
ENSG00000268001	26	26	12	24	40	9	16	12	23
ENSG00000268006	500	432	421	479	451	414	338	404	425
ENSG00000268009	0	0	0	0	0	0	0	0	0
ENSG00000268015	0	0	0	0	0	0	0	0	0
ENSG00000268020	0	0	0	0	0	0	0	0	0
ENSG00000268027	1	4	0	4	5	3	3	3	1
ENSG00000268030	153	99	92	138	166	117	60	118	85
ENSG00000268034	0	0	4	5	7	0	6	2	0
ENSG00000268036	1	7	3	1	4	8	0	4	0
ENSG00000268038	0	0	0	0	0	0	0	0	0
ENSG00000268041	2	4	2	4	3	4	2	10	1
ENSG00000268043	1093	1109	818	1052	1175	780	965	1012	892
ENSG00000268047	2	15	2	12	0	0	2	10	0
ENSG00000268049	34	42	23	35	36	34	17	40	33
ENSG00000268050	0	0	0	0	0	0	0	0	0
ENSG00000268051	0	0	0	2	2	0	2	1	0
ENSG00000268053	1	0	0	0	0	0	0	0	0
ENSG00000268055	0	0	0	0	0	0	0	0	0
ENSG00000268056	12	8	0	0	2	10	2	9	26
ENSG00000268058	0	0	0	0	3	0	0	0	0
ENSG00000268061	36	22	16	21	31	11	8	32	20
ENSG00000268062	0	0	0	0	0	0	0	0	1
ENSG00000268066	6	7	1	5	1	1	2	6	1
ENSG00000268067	0	0	0	3	0	0	0	0	0
ENSG00000268069	26	36	30	29	35	0	30	52	22
ENSG00000268070	4	1	0	0	0	0	0	0	0
ENSG00000268074	0	0	0	0	0	0	0	0	0
ENSG00000268078	0	0	0	0	2	0	1	0	0
ENSG00000268079	0	0	0	0	0	0	0	0	0
ENSG00000268080	0	0	0	0	0	0	0	0	0
ENSG00000268081	0	4	1	7	0	4	2	0	2
ENSG00000268083	266	429	253	306	332	191	285	290	294
ENSG00000268087	22	40	21	20	18	25	19	32	42
ENSG00000268088	0	0	0	0	0	0	0	0	0
ENSG00000268089	0	1	0	0	0	2	0	1	5
ENSG00000268093	7	19	20	25	19	5	1	4	11
ENSG00000268095	0	0	5	0	0	2	0	3	1
ENSG00000268100	0	1	0	0	0	0	0	0	0
ENSG00000268101	0	0	0	0	0	0	0	0	0
ENSG00000268104	0	3	0	3	1	4	1	2	1
ENSG00000268105	1	3	2	0	1	2	2	1	0
ENSG00000268107	0	0	0	0	0	0	0	0	0
ENSG00000268108	0	2	1	0	0	4	0	4	2
ENSG00000268112	29	24	43	40	21	38	17	24	36
ENSG00000268116	1	1	0	0	0	0	0	0	0
ENSG00000268117	0	1	1	0	0	1	0	0	6
ENSG00000268119	58	48	64	58	35	80	60	41	90
ENSG00000268120	1	3	0	0	3	0	0	2	0
ENSG00000268129	4	11	6	9	25	12	20	12	11
ENSG00000268133	0	7	0	0	0	0	0	27	11
ENSG00000268140	0	0	1	0	0	0	0	0	0
ENSG00000268144	0	0	0	0	1	0	1	0	0
ENSG00000268148	0	0	0	0	0	0	0	0	0
ENSG00000268149	17	19	2	14	19	10	0	47	7
ENSG00000268153	4	1	6	9	1	10	1	0	12
ENSG00000268154	9	8	2	4	2	2	0	1	10
ENSG00000268157	0	4	3	0	4	5	2	1	1
ENSG00000268163	9	7	10	10	6	4	0	4	8
ENSG00000268170	0	1	0	1	1	3	0	0	0
ENSG00000268173	0	0	0	0	0	0	0	0	0
ENSG00000268174	0	0	0	0	0	0	0	0	0
ENSG00000268181	65	73	59	48	44	57	37	70	81
ENSG00000268182	5	9	8	0	3	6	10	5	11
ENSG00000268184	0	4	0	0	0	0	0	0	1
ENSG00000268186	1	4	4	2	0	4	7	3	6
ENSG00000268189	3	5	4	11	3	13	6	12	15
ENSG00000268191	0	0	0	0	0	0	0	1	0
ENSG00000268193	49	65	29	59	30	32	19	84	90
ENSG00000268199	27	0	0	20	6	0	2	1	0
ENSG00000268201	3	6	1	1	10	6	1	8	2
ENSG00000268203	0	0	0	0	0	0	0	0	0
ENSG00000268204	1	0	1	1	0	0	4	0	1
ENSG00000268205	236	228	166	238	235	167	177	241	169
ENSG00000268209	0	0	0	0	0	0	0	0	0
ENSG00000268218	38	53	33	18	47	24	16	48	22
ENSG00000268220	126	96	113	118	75	104	156	107	119
ENSG00000268221	0	0	0	0	0	0	0	0	1
ENSG00000268222	88	98	43	87	88	48	69	101	83
ENSG00000268223	0	0	0	0	0	0	0	0	0
ENSG00000268225	22	27	43	18	15	55	26	14	39
ENSG00000268230	78	69	95	53	63	73	85	69	102
ENSG00000268231	0	0	0	0	0	0	0	0	0
ENSG00000268234	0	0	0	0	0	0	1	0	0
ENSG00000268235	0	0	0	0	0	0	0	0	0
ENSG00000268238	0	0	0	0	0	0	0	0	0
ENSG00000268240	0	2	2	3	0	3	0	1	1
ENSG00000268243	0	0	0	0	0	0	0	0	0
ENSG00000268257	0	0	0	0	0	0	0	0	0
ENSG00000268262	0	2	0	3	0	0	0	0	0
ENSG00000268266	1	0	1	5	6	0	0	2	0
ENSG00000268267	0	0	0	0	0	0	0	0	0
ENSG00000268272	0	0	0	0	0	0	0	0	0
ENSG00000268278	0	1	1	0	0	0	0	0	0
ENSG00000268279	136	173	58	71	65	31	31	237	127
ENSG00000268282	1	1	2	0	1	1	1	2	3
ENSG00000268287	2	0	0	0	3	0	3	8	0
ENSG00000268288	0	1	0	0	4	0	0	0	0
ENSG00000268289	0	4	6	1	3	3	0	6	5
ENSG00000268292	11	0	0	0	0	0	0	0	0
ENSG00000268293	0	0	0	0	0	0	0	0	0
ENSG00000268295	0	8	0	5	0	0	1	0	2
ENSG00000268296	0	0	0	0	0	0	0	0	0
ENSG00000268297	0	0	0	0	0	0	0	1	0
ENSG00000268307	0	3	2	0	0	0	0	0	0
ENSG00000268309	84	38	156	114	98	148	138	81	130
ENSG00000268316	0	0	0	0	0	0	0	0	0
ENSG00000268318	0	0	0	2	2	0	0	3	2
ENSG00000268320	0	0	0	0	0	0	0	0	0
ENSG00000268322	0	0	0	0	0	0	1	0	0
ENSG00000268324	0	2	0	5	4	0	2	2	1
ENSG00000268326	0	0	0	0	0	0	0	0	0
